Gene ID,log2FC,p-value,Significant
SPATA2,-0.068765902,0.547010612,No
GK5,-0.065637033,0.547035161,No
PIMREG,-0.072943009,0.547120922,No
GGNBP2,0.065698147,0.547174192,No
SPRY2,0.072625676,0.547186673,No
LRRC37A2,0.073612146,0.547281571,No
LOC730183,0.065305929,0.547419743,No
PSRC1,-0.068735739,0.547513291,No
FAHD2B,0.062411298,0.54759074,No
ACP1,-0.069199322,0.547656246,No
TMED7,0.069056004,0.54806453,No
HEY2,-0.062995535,0.548196366,No
TMX2-CTNND1,0.060948446,0.548274394,No
SOWAHA,-0.072669761,0.548383781,No
FCHO2,-0.072133684,0.548417364,No
ALG6,0.073013278,0.548435983,No
CHSY1,0.072749913,0.548464173,No
PBDC1,-0.055888368,0.548753044,No
CIBAR1,0.060941875,0.548934935,No
CD2BP2-DT,-0.069267505,0.548936363,No
CDRT4,0.069881461,0.549042008,No
TMED10P1,-0.073261466,0.549115235,No
ZNF148,-0.071566427,0.549352122,No
MIATNB,-0.073010819,0.549368518,No
IFT88,0.070508414,0.549648044,No
PFAS,-0.073646858,0.549989814,No
CST3,0.060539387,0.549990479,No
CNPY2,0.063600594,0.550085627,No
NME1-NME2,0.064700342,0.550558382,No
POLDIP2,0.064956897,0.550566739,No
LDAH,-0.056606531,0.55068173,No
GPR88,-0.057781494,0.55075116,No
TRIM58,-0.070862612,0.550786329,No
AGAP2,-0.07668816,0.550868097,No
CCDC137,0.072979157,0.550881771,No
CPSF3,0.061232231,0.550899275,No
TEX264,0.070138452,0.55124269,No
ZNF551,-0.072102271,0.551318604,No
MED26,0.06722356,0.551373808,No
FAHD2A,0.05923238,0.55141111,No
NSMCE3,-0.058322065,0.551416956,No
IGFL2,0.072122924,0.55144507,No
MRPS11,-0.057797585,0.551641501,No
MXD1,0.073194438,0.551742794,No
DHDH,-0.064278641,0.551752798,No
DHRS4,0.072577648,0.551797439,No
CHD2,0.066963261,0.552174857,No
IL10RA,-0.067456013,0.552179219,No
SLFN12,0.063036206,0.552246041,No
ACVR2B,0.071300776,0.552257793,No
NR2F1-AS1,0.056720648,0.552326082,No
APOE,0.056149896,0.552527064,No
PTK7,-0.072266318,0.552644543,No
RNA28SN5,0.061932589,0.55273288,No
A2M-AS1,0.070279852,0.552836445,No
NRIP3-DT,-0.072281889,0.55323156,No
MICU1,-0.054600409,0.553249405,No
ZBTB48,-0.066525517,0.553319464,No
SNHG20,-0.066930294,0.55343058,No
SLC39A11,0.070491763,0.553565408,No
CHCHD6,-0.069215378,0.553660623,No
ADRB1,-0.071387049,0.553988549,No
TMCO3,0.072484634,0.55399292,No
VBP1,0.045520674,0.554021955,No
MLH1,0.063225013,0.554022776,No
KLHL24,0.073291763,0.554231638,No
TPM2,0.069082803,0.55429252,No
ADGRL3,-0.072334024,0.554499502,No
ZNF605,-0.07261726,0.554692179,No
NAT9,-0.072336306,0.554899585,No
KLF2,-0.071477714,0.555094638,No
EOLA1-DT,0.072559455,0.555106416,No
THEMIS,-0.06351041,0.555229674,No
NGDN,0.06095793,0.555777326,No
AK9,0.067842645,0.555925532,No
LOC105372602,-0.069894805,0.555934194,No
SEC63,0.063736941,0.556017601,No
C18orf21,0.059880907,0.556057111,No
PAFAH1B2,-0.063298267,0.556083846,No
AFAP1L1,-0.068028852,0.556214067,No
ZSWIM7,0.072205396,0.55625167,No
GIPC1,0.067606758,0.556285017,No
LOC105369373,0.070376235,0.556307524,No
LOC102723458,-0.068921385,0.556396921,No
GTF2IRD2B,0.071210407,0.55642348,No
CERKL,0.059853213,0.556446984,No
CTSB,0.066057719,0.556502024,No
IRAK3,0.062467341,0.556543978,No
TTYH2,-0.057213409,0.556561933,No
MTERF4,-0.060038663,0.556631455,No
DOK6,-0.068550991,0.556679366,No
HSD17B14,0.066607783,0.556708732,No
LTO1,0.071858279,0.556792134,No
LOC100130992,-0.072512311,0.55681529,No
ANO7,-0.069806639,0.55710197,No
LSMEM1,-0.060425727,0.557188415,No
DLX2,-0.07033007,0.55733213,No
ANGEL2,0.056039612,0.557503571,No
MEX3C,0.070396543,0.557552067,No
PPP1R35,0.072031848,0.557625063,No
C17orf49,0.069009476,0.557699383,No
LOC105371737,0.069310794,0.557801206,No
SZT2,-0.061028099,0.557858005,No
ISG20L2,0.064456786,0.557928031,No
CD160,0.065440403,0.558214089,No
DECR2,-0.070952936,0.558341354,No
ZNF273,-0.070011206,0.558369487,No
SCO2,-0.064349746,0.558559352,No
MEMO1,0.067187723,0.558586655,No
LOC100128885,-0.062554775,0.558683386,No
YPEL1,-0.07158342,0.558797665,No
SFXN5,-0.063518019,0.558800086,No
LOC105370792,0.060640981,0.559327519,No
RNA28SN1,0.061923982,0.559399797,No
RSPH4A,-0.071670625,0.559680388,No
SYCE2,0.068647632,0.559693308,No
MTHFD1L,-0.07046462,0.559707443,No
PUS1,-0.061236431,0.559816396,No
TUBE1,0.070541643,0.559833612,No
LINC01785,-0.053114753,0.559911184,No
TAF8,0.065819829,0.560051903,No
GLCCI1,-0.071391128,0.560099831,No
TCFL5,0.072056583,0.560181577,No
LOC102724219,-0.067441282,0.560235841,No
PRPS1,-0.070538657,0.560322559,No
LXN,-0.07033399,0.560384256,No
LOC105375064,-0.070134495,0.560395467,No
EIF2S3B,0.071781068,0.560395618,No
ZNF132,-0.066644147,0.560525608,No
LRRCC1,0.071725006,0.560567797,No
PSMC3,0.057960312,0.560714014,No
LINC02724,0.071810558,0.560876877,No
CEMIP,-0.059187299,0.560922446,No
MCF2L-AS1,-0.068682076,0.561007157,No
SUGT1P1,0.067860205,0.561175671,No
LIMA1,0.069349746,0.561394803,No
CSAD,-0.068588953,0.561437922,No
ZMYM4,-0.067694549,0.561587095,No
LRP3,0.071059579,0.561695965,No
DTX3,0.037543554,0.561984132,No
FASTKD5,-0.063747427,0.561984461,No
ARV1,0.06044665,0.561990612,No
KLHL25,0.071503335,0.561993879,No
EXOC7,-0.046006993,0.562215541,No
ZFP91-CNTF,-0.069058992,0.562322606,No
ZNF367,-0.067966223,0.562495586,No
CORO6,-0.070159839,0.562572593,No
CFAP46,-0.069431641,0.562657575,No
NQO2,0.071715114,0.562675809,No
FBF1,0.068139283,0.562889504,No
FAM86DP,-0.068871848,0.562987779,No
ARHGAP25,-0.059079974,0.563130718,No
LOC112268115,-0.06437904,0.563269294,No
PPP1R3G,0.048363456,0.563303185,No
PLEKHB1,0.060152482,0.563349466,No
CFAP298-TCP10L,0.054913261,0.563447256,No
CLTCL1,0.069768289,0.563587601,No
PARP16,0.070650283,0.563590963,No
SLCO5A1,0.051321355,0.563773122,No
FITM2,-0.067312037,0.563826572,No
ARHGAP4,-0.062120972,0.563889291,No
LOC105370504,0.066948693,0.56389145,No
ATP5MF-PTCD1,0.061476265,0.563895444,No
LINC02246,0.070757861,0.563949717,No
CHMP1A,0.060647284,0.564056559,No
TSEN54,-0.067238018,0.564092741,No
TMEM183A,-0.069717843,0.564186248,No
SGPP2,-0.068383776,0.564253013,No
MAPK8IP3-AS1,0.057154234,0.564258641,No
SPATA24,-0.070211092,0.564455503,No
ADGRG1,0.063079819,0.564466687,No
LOC101928589,0.070761292,0.56467323,No
MED15,0.044979744,0.564814746,No
FAM118B,0.042040593,0.565066074,No
DDX46,-0.069101825,0.56510703,No
HPDL,-0.048582628,0.565109157,No
YIF1B,0.062061701,0.565201114,No
KANTR,-0.067242377,0.565284697,No
PMS2P5,-0.070352275,0.565458201,No
ZNF117,0.063324908,0.56548725,No
ZNF200,0.066726173,0.56555773,No
MTX1,0.056959214,0.565723972,No
ZCCHC8,0.069705817,0.565771729,No
SEMA3D,0.051703153,0.56586099,No
DEGS2,-0.068535248,0.565984249,No
TDRG1,0.068176557,0.566200654,No
LYSET,0.063012649,0.566266316,No
DET1,0.067964514,0.566454968,No
RSF1,-0.067999445,0.566825052,No
PRSS53,0.06606856,0.566933493,No
DIPK1B,-0.056310047,0.567094329,No
CHCHD7,0.067086281,0.567160827,No
HES1,0.059378361,0.567178886,No
PPFIBP2,0.067863156,0.567215311,No
RLBP1,0.061973816,0.567288286,No
LINC02552,0.061645319,0.567348512,No
ADAMTS10,0.070443411,0.567517783,No
TBP,-0.057499219,0.567650839,No
LRBA,-0.07019451,0.567686992,No
ADAT2,-0.070056603,0.567708961,No
HYDIN2,0.06891883,0.567922161,No
NCOR2,-0.068808188,0.56836673,No
MZF1-AS1,-0.069779274,0.568397786,No
SDC1,-0.063480051,0.568499782,No
RPPH1,0.032949176,0.568509714,No
PFKP-DT,-0.069122739,0.568556582,No
P2RY11,0.070074196,0.568780886,No
WDR55,-0.063422355,0.568851595,No
KLB,0.062597305,0.568869797,No
MAPK8IP2,-0.052644867,0.569136119,No
LOC107984895,0.064444433,0.569203589,No
AKAP1,0.058033339,0.569292408,No
ALAD,0.069600238,0.569355146,No
MIR3667HG,-0.050822994,0.569376816,No
SLC39A6,0.044873163,0.569511253,No
IFT81,-0.059776342,0.569718669,No
BMS1P1,0.065464502,0.569787425,No
ENGASE,0.0696282,0.569836085,No
VAMP3,0.061982138,0.569863335,No
PA2G4P4,0.069099209,0.570057617,No
UBE2V1,-0.050216175,0.57006915,No
MKNK1-AS1,-0.068841164,0.570191969,No
ICAM2,0.056521337,0.570293207,No
POLE4,0.068941573,0.570312278,No
CCDC74A,0.067129305,0.570388869,No
LOC105373780,0.065633423,0.570550429,No
GID8,-0.04610079,0.570564266,No
SH3RF2,-0.054555522,0.570744882,No
RGS10,0.066939388,0.570967786,No
TMEM132C,0.065137335,0.571059712,No
KLHDC10,-0.059836289,0.571098386,No
LOC101926984,-0.059342589,0.571235359,No
SMPDL3A,0.065392861,0.571322908,No
UGGT1,-0.066194014,0.571378991,No
TM4SF1,0.044577941,0.571649157,No
ITFG2,-0.059280925,0.571667416,No
VDAC1,-0.06696272,0.571672048,No
TMEM42,0.065501719,0.571923138,No
LOC105372703,-0.056849834,0.571982114,No
BLM,0.066357297,0.572099207,No
MESP2,-0.068478387,0.572134366,No
LOC101928786,-0.064382483,0.572185538,No
AIF1L,-0.053822132,0.572193488,No
CAPRIN1,0.05931978,0.57219351,No
ABHD14B,0.069567847,0.572196926,No
MED6,-0.060242482,0.57234449,No
USP10,-0.045784954,0.572420081,No
PRKAB1,-0.052744932,0.572710159,No
ZFR,0.056167825,0.572791385,No
SNCB,-0.067443555,0.5730693,No
GLUD1P2,0.069355966,0.573092408,No
EDNRB,0.05359953,0.573151697,No
GARRE1,0.068557472,0.573353616,No
ZNF469,-0.068750855,0.57336903,No
LOC112268006,0.069307427,0.573415789,No
TPI1P2,0.066392122,0.573479859,No
CD22,-0.039965007,0.573721166,No
ZNF761,0.066989561,0.573756242,No
CARD8-AS1,-0.054370219,0.573800718,No
AP1S2,-0.068796069,0.573924023,No
CCDC180,-0.068954155,0.574009123,No
ANKRD17,-0.060311287,0.574101543,No
ACBD7,0.058080472,0.574142755,No
LOC112267872,0.068583631,0.574219393,No
MED23,-0.061348334,0.574319002,No
ERAP2,0.05425728,0.574348486,No
CA3-AS1,0.060910167,0.574716186,No
RNA45SN2,0.059396172,0.574792541,No
NPRL2,-0.057449085,0.574879806,No
ZDHHC16,0.067773667,0.574930632,No
KCTD9,0.067989834,0.574968276,No
CATSPER2,-0.067449,0.575007255,No
NUFIP2,0.061795545,0.575222986,No
VPS28,0.056814085,0.57523178,No
LOC101928953,0.062362805,0.575289652,No
FAT1,0.063755068,0.575520846,No
CDC25B,0.068299077,0.575757691,No
ZNF491,0.068692075,0.575820051,No
SHB,0.063124209,0.575858301,No
IGF2R,0.065541662,0.575869626,No
SLCO1C1,0.056805898,0.576120153,No
LOC107984113,-0.065861797,0.576368437,No
TBC1D9B,-0.063455949,0.576528271,No
TSC22D4,0.055524096,0.576566194,No
WDPCP,-0.061490319,0.576621971,No
LSG1,0.058256132,0.576741642,No
TTC26,-0.065301429,0.57676375,No
GMCL1,-0.062413012,0.576869487,No
XKR6,0.06677956,0.5770124,No
CNNM3,0.067394659,0.577238132,No
N4BP2L1,-0.064246452,0.577283184,No
ITPR1-DT,0.053114873,0.577288429,No
IPO7,0.06231402,0.577490333,No
ATAD5,-0.061473074,0.577496756,No
CNPY2-AS1,0.068410147,0.577545339,No
TRA2B,0.054292914,0.577665118,No
CDH5,0.060400156,0.577762723,No
CREM,-0.066563437,0.577980258,No
TWIST1,-0.060933343,0.578087471,No
RNA45SN3,0.04866767,0.578116287,No
NGRN,0.056962753,0.578160144,No
FAM21EP,-0.063823028,0.578301714,No
FASTKD3,0.066064081,0.578316293,No
GSTZ1,-0.063888174,0.578384163,No
ZNF215,-0.056891033,0.578461939,No
NFIC,-0.064661706,0.57846786,No
IARS1,-0.061636524,0.578479721,No
THOC6,-0.066280577,0.578509041,No
GSE1,-0.06276266,0.578618255,No
CPSF4L,0.068188812,0.578832607,No
LINC02009,-0.040411872,0.578874042,No
LOC105369828,-0.065623041,0.57894549,No
C22orf15,0.063771372,0.578996229,No
LOC107985405,-0.065515215,0.579010322,No
HARS1,-0.057024049,0.579084444,No
HNRNPH2,-0.060354153,0.579225244,No
INTS10,0.04518037,0.579232406,No
ZDHHC9,-0.065980501,0.579381147,No
BBC3,-0.067146879,0.579534652,No
PSMD14,0.05141285,0.579728529,No
ACBD6,-0.064134919,0.580046387,No
ENPEP,0.057917842,0.580210445,No
METTL22,0.067257901,0.580559827,No
GTF2E1,0.060504521,0.58065589,No
ERCC1,0.055057283,0.580785525,No
RBM3,0.048292308,0.58109058,No
CCDC134,-0.06663267,0.581107535,No
VPS13B-DT,0.059492171,0.581127957,No
TBC1D14,0.045962139,0.581202036,No
FN3KRP,0.057614162,0.581475272,No
PNPT1,0.063814266,0.581541589,No
C1QTNF2,-0.065675247,0.581552148,No
RPS26,0.067027414,0.581560405,No
EFHC1,-0.055881332,0.581565569,No
CCND2-AS1,0.066228611,0.581684818,No
TTYH1,0.062434548,0.581747216,No
MXRA5,-0.065149462,0.58179329,No
AMACR,-0.066410042,0.582127176,No
RAB23,0.065458127,0.582146703,No
CCNC,-0.061593122,0.5823947,No
LOC105371589,-0.050744788,0.582622257,No
ULK1,0.063059459,0.582648277,No
POM121L9P,-0.060265972,0.582667442,No
WDR5,-0.055602975,0.582742051,No
TM4SF19-DYNLT2B,0.066838655,0.582796023,No
DCK,-0.067438936,0.582926972,No
PLXNB1,0.054173546,0.583094196,No
C19orf44,0.057872579,0.583181103,No
ZKSCAN7,-0.062146316,0.583247221,No
TIGD2,-0.067662357,0.583297178,No
ARHGEF12,-0.066486297,0.583370548,No
CFAP68,0.0594903,0.583487906,No
ESCO1,-0.056198249,0.58372893,No
SPA17,-0.063529799,0.583771122,No
TCN2,0.065021005,0.584083032,No
FAM85A,0.065960152,0.584306915,No
CTNND1,0.060624163,0.584373485,No
ARID1A,-0.0665639,0.584451056,No
MAP3K14-AS1,-0.058917655,0.584530624,No
ZNF620,-0.066215731,0.584590232,No
ZNF570,-0.056796637,0.584743853,No
TRDN,0.060573878,0.584770092,No
ELF1,0.065076979,0.584783579,No
ZNF146,-0.048304134,0.58500657,No
GJB5,-0.052202621,0.585166964,No
ZDHHC3,0.055097069,0.585476993,No
DIPK1C,-0.056934296,0.585512191,No
IDH1,0.065698894,0.585810553,No
UTP23,-0.064371065,0.586038149,No
LMCD1,0.066864896,0.586098915,No
SAMD4A,0.066314354,0.586182415,No
LRRC41,-0.044706872,0.586207903,No
ZBTB7C,0.061107253,0.586219861,No
LHPP,0.059280935,0.586402326,No
C1orf50,0.042121452,0.586488351,No
WDR75,0.046390798,0.586651356,No
STUB1,0.061943449,0.586684832,No
VEGFC,0.057196303,0.586731303,No
SCPEP1,0.057501113,0.586792438,No
RAB3B,-0.057795227,0.587023559,No
NDUFV1,-0.056870584,0.587042555,No
CSGALNACT2,-0.05940379,0.587078472,No
ATP6V1E2,0.062338907,0.587228783,No
GPR83,-0.052201611,0.587385719,No
ITGA9-AS1,0.064893494,0.587424799,No
PET100,0.06620596,0.587612007,No
NTNG2,-0.066144585,0.587837686,No
LOC105374836,-0.065208974,0.588114779,No
CFAP410,-0.065972954,0.588190801,No
ZNF565,0.064353106,0.588194928,No
FRAT2,0.066456903,0.588199678,No
MYEF2,-0.057030342,0.588286208,No
PARD6A,-0.065781565,0.588384276,No
TCTA,-0.054901834,0.588452759,No
NPIPA8,-0.065608481,0.588470166,No
LHX6,0.066685294,0.588661842,No
MED4-AS1,-0.061420419,0.588756372,No
ALDH1A2,-0.063846954,0.588872307,No
NHIP,0.057469088,0.589144504,No
JMJD8,0.064520963,0.589186498,No
PHF23,0.05346209,0.589222651,No
MDH1B,0.066513737,0.589275681,No
AKAP7,0.066544181,0.589277493,No
MAD2L1,-0.062309862,0.589371288,No
INTS4P2,-0.065036415,0.589452198,No
VRK3,0.063787776,0.589493517,No
LOC100996842,0.066195032,0.589758482,No
LOC107985505,-0.04990706,0.589899604,No
RAPGEF4,-0.065160302,0.590003316,No
GSPT2,0.059859246,0.590062386,No
HIPK4,-0.057459188,0.59028468,No
STK35,-0.050627703,0.590313139,No
COMMD9,0.04993359,0.590316348,No
TNNC2,0.065621096,0.590379794,No
MFSD5,-0.06239062,0.5905804,No
ZBTB7A,-0.061070835,0.59064806,No
LOC107986859,0.062171699,0.590687676,No
XRCC1,-0.055523701,0.590848846,No
UTRN,0.055217578,0.590856844,No
LOC105377188,0.050454905,0.590884031,No
ING5,0.052546258,0.590897218,No
RTEL1,-0.064663728,0.591200692,No
RCHY1,-0.049769875,0.591213447,No
RAD54L,0.065606265,0.591631072,No
ECEL1,-0.042361887,0.591643123,No
MFSD14B,0.064640076,0.591717979,No
MAP3K21,0.065319021,0.591770117,No
ADK,0.059799667,0.59183541,No
METTL15,0.062498501,0.591907758,No
OGFOD3,-0.064034285,0.591928941,No
PLEKHJ1,-0.060760196,0.59196498,No
TADA3,-0.064374321,0.592231556,No
SF3B4,0.061683294,0.592290382,No
NUMA1,0.059508065,0.592430497,No
ZFAND2A-DT,0.064541859,0.592453709,No
MST1,-0.062040221,0.59261615,No
TMEM204,0.053859195,0.592682991,No
SPAAR,-0.055998472,0.592726776,No
PLEKHG1,0.060369416,0.592864739,No
RAD54B,0.057773509,0.593026707,No
SEPTIN7P13,0.063539034,0.593094715,No
SIRT5,-0.050527138,0.59314041,No
SCMH1,0.055958706,0.593213757,No
RNF10,0.047757874,0.593246413,No
LOC107984387,-0.063773868,0.593249238,No
TMEM214,0.047453071,0.593431456,No
AUTS2,0.065766276,0.593680522,No
LINC00667,-0.061299568,0.594078208,No
GTF2A1-AS1,0.061357899,0.594155953,No
ICAM5,-0.06028301,0.594477167,No
ZNF726,0.06568387,0.594575236,No
SLC16A2,0.056389849,0.594588684,No
INPP5K,-0.060897667,0.59476448,No
ZBTB44,-0.063843758,0.594802592,No
IFIT5,0.038493528,0.595140382,No
OGA,0.059408388,0.595146128,No
PPIL3,0.064896062,0.595445172,No
BHLHE22,0.052457663,0.59544813,No
TIMM29,-0.057357347,0.595480093,No
CAV2,0.063570159,0.595608413,No
CCDC126,-0.064932934,0.595683581,No
USP45,0.06242878,0.595785919,No
FAM163A,-0.038360822,0.595916866,No
MIR497HG,0.064737618,0.595979376,No
DGAT1,-0.059618315,0.596129602,No
ZNF251,0.056611124,0.596209378,No
S100A13,0.054670917,0.596235584,No
LOC101928331,0.052509099,0.59635034,No
GCA,-0.064149104,0.59661985,No
ELN,0.064685842,0.596700713,No
MRPL1,-0.053317319,0.596719026,No
FIS1,0.060790897,0.596775604,No
NFAT5,-0.055165734,0.596924236,No
SUMF1,-0.059719677,0.597114509,No
FKTN,-0.062940464,0.597189194,No
PPIG,0.06026176,0.597259697,No
ACAD10,-0.05518541,0.597396414,No
FLYWCH2,-0.060042144,0.597443418,No
FIBCD1,0.04877655,0.597476672,No
LOC283731,-0.064009207,0.597480507,No
RTN4RL2,-0.064933681,0.597594454,No
LINC02281,0.06466213,0.597641186,No
ASNS,-0.063980251,0.597802378,No
NDUFA3,0.065006051,0.597858361,No
CDT1,-0.063753757,0.598086396,No
AGO3,-0.05672509,0.598134249,No
HCFC1,0.050651554,0.598247145,No
SLC16A8,-0.058205362,0.598405043,No
LINC02043,-0.061553937,0.598474839,No
PHF10,0.042560522,0.598882237,No
FAM239C,0.030985672,0.599281891,No
CTBP1-DT,-0.064037909,0.599466972,No
PARP11,-0.063539113,0.599531846,No
THEM5,-0.056843251,0.599600272,No
PCDH15,-0.060858199,0.599693691,No
NAALADL2,0.064378347,0.599856843,No
KPNA3,0.049401327,0.600092544,No
GP1BB,-0.060271249,0.600178152,No
ANKRD23,-0.059392622,0.600414459,No
HDHD2,-0.052807519,0.600517371,No
COQ6,-0.043942403,0.600517373,No
MZT1,-0.062661726,0.600597039,No
ARHGEF28,-0.058039857,0.60064251,No
DTWD1,-0.060559744,0.600852377,No
MLLT6,0.058820293,0.600870252,No
SVIL-AS1,0.064098588,0.600884198,No
PFKM,-0.058323623,0.601036548,No
RNPEP,0.055361753,0.601044002,No
ADAM9,-0.055830129,0.601069673,No
B4GAT1-DT,0.063739926,0.601226744,No
CISD3,0.061057354,0.601277977,No
KRI1,0.062699117,0.601298693,No
LOC101929185,0.058284163,0.601379889,No
CZ1P-ASNS,-0.063395054,0.60145211,No
RAN,0.061241395,0.601556727,No
RNA45SN1,0.135503689,0.601658983,No
PTAFR,0.048849874,0.601663037,No
MITF,0.062054551,0.601767779,No
BMS1,-0.056453284,0.601857426,No
UBXN10-AS1,0.060595014,0.60209123,No
ZNF624,-0.063838384,0.602174127,No
MORF4L2,-0.058859789,0.602236595,No
TXN,0.062313579,0.602383668,No
SDCBP2-AS1,-0.063778164,0.602391819,No
CDC42EP1,-0.04489599,0.602541687,No
FAM177A1,0.055323888,0.602824177,No
TJP3,-0.059808493,0.602850298,No
CASP3,-0.063286026,0.602856403,No
FAM27E3,0.053643253,0.602957065,No
TSGA10,0.055975481,0.602998349,No
IPMK,0.061087371,0.60304731,No
PPIEL,-0.061466377,0.60307882,No
LIMD1-AS1,0.063014557,0.603100334,No
CNGA3,0.04134035,0.603336881,No
PI4K2B,0.063783097,0.603350943,No
GDAP1L1,0.056125652,0.603570873,No
MUSTN1,-0.049139846,0.603626647,No
IKBKB,-0.062264196,0.603670905,No
INTS13,0.063556078,0.603730661,No
THOC7,0.050301887,0.603780696,No
PRPF40A,0.04780454,0.603857944,No
PIP4K2A,0.060663646,0.603972698,No
VAV2,0.063649021,0.60407511,No
IQGAP2,-0.060773491,0.604168458,No
PAM16,0.063539161,0.604215436,No
RNA45SN5,0.045379131,0.604228678,No
INSR,0.062370335,0.604233577,No
DDX49,0.062980619,0.604268545,No
GCFC2,0.050499119,0.604367537,No
TMEM74,-0.059595061,0.604456857,No
GABRB1,0.064733351,0.604528688,No
FBXL12,0.062424441,0.604847957,No
KCTD20,0.046745629,0.605378781,No
SCOC,-0.062514866,0.605393992,No
CCNF,-0.057867594,0.60565348,No
MYRIP,-0.06092549,0.605795004,No
TMEM265,0.05873295,0.605825034,No
GPR135,-0.062788245,0.605908646,No
DPP3,0.063154804,0.605931685,No
WNT9B,0.061394175,0.605955011,No
RILPL2,-0.055541639,0.605979835,No
UCHL3,0.062304567,0.605999529,No
CRIM1,0.062350201,0.606013436,No
CRACD,-0.062631416,0.606023633,No
CENPO,-0.054273091,0.606094946,No
CAV1,0.05761878,0.60636545,No
LOC654780,0.042231967,0.606392761,No
HLF,-0.057639877,0.606562676,No
LOC105374966,-0.05853529,0.606598227,No
TCEAL2,0.045360236,0.606829212,No
LRRN4,-0.062592553,0.606831921,No
GPKOW,0.054600092,0.606858122,No
ZNRF2P1,0.06324275,0.606954463,No
STARD7,0.038379249,0.607046015,No
THUMPD2,0.061901014,0.607275574,No
ITPK1,0.061900107,0.607350605,No
ARRB1,0.061412817,0.607435783,No
INO80E,-0.060788287,0.607452746,No
RASA4,-0.061444804,0.607647181,No
PCDHGA2,0.062868322,0.60773341,No
POLR2E,0.049933171,0.608181512,No
ZCWPW2,0.059727639,0.608223745,No
TRNG,0.0444644,0.608316468,No
LOC105371623,-0.062667621,0.608372169,No
CYTB,0.048827064,0.608392596,No
NAT10,0.046633986,0.608659831,No
MRAP,-0.062713462,0.608668766,No
SKP1,-0.04518036,0.608688737,No
CHEK2,-0.059788202,0.608726135,No
TRUB2,-0.0387741,0.608963708,No
LOC112268123,0.050595475,0.609034554,No
PWWP3A,0.050866473,0.609132109,No
UTP6,0.049637051,0.60913414,No
CYP1B1,-0.052583984,0.609259091,No
C1QTNF6,-0.059581327,0.609326741,No
RFNG,-0.060003666,0.60935589,No
FLT1,-0.053735649,0.609412059,No
RSPO3,-0.058386359,0.60946572,No
GFER,0.062002556,0.60947711,No
SPCS1,0.052253319,0.609553292,No
SMCHD1,0.057649058,0.609602872,No
RAPGEF1,0.05545879,0.609731827,No
WDR91,-0.042448581,0.609800184,No
SPRTN,0.060664201,0.610253409,No
LRTOMT,0.062681632,0.61037739,No
CCDC102B,-0.061820867,0.610493552,No
LOC107986985,-0.061816546,0.610623622,No
ZNF426,0.056906937,0.61065881,No
TRMT11,-0.055719671,0.610660413,No
TMEM115,0.057793416,0.610677112,No
TMEM234,0.060493955,0.610764545,No
MIR6126,-0.061821102,0.61089696,No
COL1A1,0.047025001,0.611021644,No
ATG7,-0.037022825,0.611163503,No
ABCD1,0.061052847,0.611246683,No
LOC105370174,0.061005656,0.611268545,No
CHST9,0.058924309,0.611320593,No
ZNHIT3,0.046033714,0.611423135,No
FOXL2,-0.049360393,0.611597348,No
RAD51C,-0.059926495,0.611825527,No
RAB24,-0.056670438,0.61186329,No
LINC01000,0.059120669,0.611910706,No
SETD3,0.039438508,0.611913123,No
EPN3,-0.045775328,0.612007232,No
ZSCAN18,0.057788279,0.612018883,No
NPAS1,-0.06115199,0.612174542,No
MICALL1,-0.058292333,0.612190854,No
M6PR,-0.056272027,0.612340243,No
MLLT10,0.048718436,0.612470021,No
ZNF185,0.062344326,0.612486383,No
UBR2,-0.053973617,0.612690622,No
PDE4DIPP1,0.062288945,0.6127521,No
MBLAC1,-0.062072201,0.612756436,No
LOC574538,-0.057857542,0.612818874,No
MATN3,0.056526764,0.612844206,No
HCG25,0.05811886,0.612996336,No
PRMT1,0.057927396,0.61305403,No
MAP2,-0.056398651,0.613132557,No
